Model,TBS1052C
Firmware Version,v2015-08-04-prequal4ch70_v1.3

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.002
Sample Interval,1.6e-05
Filter Frequency,2e+08
Record Length,2000
Gating,0.0% to 100.0%
Probe Attenuation,10
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.1
Label,
TIME,CH1
-1.552e-03,-0.092
-1.536e-03,-0.088
-1.520e-03,-0.088
-1.504e-03,-0.092
-1.488e-03,-0.088
-1.472e-03,-0.084
-1.456e-03,-0.092
-1.440e-03,-0.084
-1.424e-03,-0.088
-1.408e-03,-0.084
-1.392e-03,-0.088
-1.376e-03,-0.084
-1.360e-03,-0.084
-1.344e-03,-0.08
-1.328e-03,-0.084
-1.312e-03,-0.084
-1.296e-03,-0.08
-1.280e-03,-0.08
-1.264e-03,-0.08
-1.248e-03,-0.08
-1.232e-03,-0.08
-1.216e-03,-0.076
-1.200e-03,-0.08
-1.184e-03,-0.076
-1.168e-03,-0.076
-1.152e-03,-0.076
-1.136e-03,-0.08
-1.120e-03,-0.076
-1.104e-03,-0.072
-1.088e-03,-0.076
-1.072e-03,-0.072
-1.056e-03,-0.068
-1.040e-03,-0.072
-1.024e-03,-0.076
-1.008e-03,-0.068
-9.920e-04,-0.068
-9.760e-04,-0.068
-9.600e-04,-0.064
-9.440e-04,-0.068
-9.280e-04,-0.068
-9.120e-04,-0.06
-8.960e-04,-0.064
-8.800e-04,-0.068
-8.640e-04,-0.06
-8.480e-04,-0.06
-8.320e-04,-0.06
-8.160e-04,-0.06
-8.000e-04,-0.06
-7.840e-04,-0.064
-7.680e-04,-0.056
-7.520e-04,-0.056
-7.360e-04,-0.052
-7.200e-04,-0.052
-7.040e-04,-0.052
-6.880e-04,-0.048
-6.720e-04,-0.056
-6.560e-04,-0.048
-6.400e-04,-0.052
-6.240e-04,-0.048
-6.080e-04,-0.048
-5.920e-04,-0.048
-5.760e-04,-0.044
-5.600e-04,-0.044
-5.440e-04,-0.044
-5.280e-04,-0.044
-5.120e-04,-0.044
-4.960e-04,-0.04
-4.800e-04,-0.044
-4.640e-04,-0.048
-4.480e-04,-0.036
-4.320e-04,-0.04
-4.160e-04,-0.036
-4.000e-04,-0.036
-3.840e-04,-0.032
-3.680e-04,-0.036
-3.520e-04,-0.032
-3.360e-04,-0.032
-3.200e-04,-0.028
-3.040e-04,-0.028
-2.880e-04,-0.028
-2.720e-04,-0.028
-2.560e-04,-0.028
-2.400e-04,-0.028
-2.240e-04,-0.024
-2.080e-04,-0.024
-1.920e-04,-0.024
-1.760e-04,-0.016
-1.600e-04,-0.024
-1.440e-04,-0.024
-1.280e-04,-0.02
-1.120e-04,-0.016
-9.600e-05,-0.016
-8.000e-05,-0.016
-6.400e-05,-0.016
-4.800e-05,-0.02
-3.200e-05,-0.012
-1.600e-05,-0.016
2.440e-16,-0.016
1.600e-05,-0.008
3.200e-05,-0.012
